SYMPTOMS,REASON,SUB_COMMODITY,BusinessSegment,ProductCategory,ProductGroup,FamilyGroup,FormFactor,Supplier,Family,ProcessorSupplier,ProcessorSocketCount,REGION,CASE_COUNTRY,COMMODITY
Not Enough Information - Inadequate Case Details to Determine Symptom,Error warning reported by the system,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Embedded Controller - Smart Array Controller not Initializing at POST,No boot/No Video,EMBEDDED CONTROLLER,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Canada,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,Mexico,SYSTEM BOARD
"No Boot - No Power, No LEDs, No iLO",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL80,Rack,H3C,DL80 Gen9,Intel,2,AM,USA,SYSTEM BOARD
No Boot - No Further Details Specified,System Board failure or error,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL60,Rack,H3C,DL60 Gen9,Intel,2,AM,USA,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AM,Ecuador,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Embedded Controller - Smart Array Controller not Initializing at POST,Controller failure or error,EMBEDDED CONTROLLER,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Embedded NIC - NIC not Recognized During POST,Network failure or error,EMBEDDED NIC,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Czech Republic,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,No boot/No Video,POWER FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,EMEA,Spain,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL80,Rack,H3C,DL80 Gen9,Intel,2,EMEA,South Africa Republic of,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Netherlands,SYSTEM BOARD
Memory - Uncorrectable Memory Error,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Remote Management - Management Processor Failure,No boot/No Video,Remote Console,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Processor - CPU not Detected,Hangs,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Machine check error,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Blue/Red/Purple/black screen,PROCESSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Switzerland,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),No boot/No Video,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Switzerland,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),System reboots,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,France,SYSTEM BOARD
"No Boot - No Power, No LEDs, No iLO",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Sweden,SYSTEM BOARD
Memory - Post Error 207,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Israel,SYSTEM BOARD
Remote Management - Management Processor Failure,System reboots,RESEAT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Memory - PCA Replaced for Unspecified Memory Issue,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Italy,SYSTEM BOARD
No Boot - Red Health LED,No boot/No Video,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Power - System Power Fault Detected,System Board failure or error,POWER FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Memory - Post Error 207,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Netherlands,SYSTEM BOARD
Miscellaneous PCA Issues - Defective ROM,Hangs,MISCELLANEOUS PCA ISSUES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Austria,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),System shuts down,PROCESSOR,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Spain,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,France,SYSTEM BOARD
No Boot - Blinking Health LED,No boot/No Video,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Runtime - System Hang,Hangs,RUNTIME FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Netherlands,SYSTEM BOARD
Memory - DIMM LEDs Lit (Server does not Boot),No boot/No Video,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
No Boot - Red Health LED,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AM,Costa Rica,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Memory - DIMM(s) not Recognized,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Machine check error,PROCESSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - System Hang,Hangs,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Port not Working - SD Card,Error warning reported by the system,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
Not Enough Information - Part Request Only,System Board failure or error,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
Miscellaneous PCA Issues - Defective ROM,Device Not detected/Accessible/Available,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Port not Working - USB,Error warning reported by the system,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Australia,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Error warning reported by the system,PROCESSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Memory - DIMM(s) not Recognized,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Runtime - Random Reboots (ASR),System reboots,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - Power LED Stays Amber, No Video",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Runtime - Random Reboots (ASR),System reboots,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,Error warning reported by the system,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Miscellaneous PCA Issues - FW Update Failure/Crash,System Board failure or error,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Runtime - Random Reboots (ASR),System reboots,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),No boot/No Video,PROCESSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,India,SYSTEM BOARD
Runtime - Random Reboots (ASR),System Board failure or error,RUNTIME FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Memory - DIMM LEDs Lit (Server Boots),Processor failure or error,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,No boot/No Video,POWER FAILURES,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),System Board failure or error,PROCESSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
LED/Sensor - Temperature Sensor Failure or obviously inaccurate reading,No boot/No Video,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Not Enough Information - Part Request Only,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Expansion/Option - Installed Option Cards not Recognized at POST,Connectivity issue and or specific Port issue,RESEAT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Memory - PCA Replaced for Unspecified Memory Issue,System shuts down,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Sweden,SYSTEM BOARD
Runtime - System Hang,Hangs,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,EMEA,France,SYSTEM BOARD
Port not Working - SD Card,Module failure or issue,CONNECTOR/PORT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,France,SYSTEM BOARD
Memory - DIMM LEDs Lit (Server Boots),No boot/No Video,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Germany,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,Reason not documented in case notes,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,United Kingdom,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Finland,SYSTEM BOARD
Memory - DIMM(s) not Recognized,Device Not detected/Accessible/Available,MULTIPLE PARTS,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Switzerland,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Netherlands,SYSTEM BOARD
Embedded Controller - PCA replaced for ROC Issue,Controller failure or error,EMBEDDED CONTROLLER,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Netherlands,SYSTEM BOARD
Port not Working - SD Card,SD card failure or error,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,EMEA,Finland,SYSTEM BOARD
Memory - DIMM LEDs Lit (Server Boots),Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,EMEA,Switzerland,SYSTEM BOARD
Miscellaneous PCA Issues - PCA Replaced for SW Issue,FW/SW/Driver load or update issue,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,Error warning reported by the system,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,EMEA,Italy,SYSTEM BOARD
Fan - Fans at High Speed - No Other Data Provided,Noisy,FAN,Rack & Tower,Rack & Tower,SY-Core 2P,DL180,Rack,Inventec,DL180 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Memory - DIMM(s) not Recognized,Memory DIMM failure/uncorrectable memory error/correctable threshold exceeded,MEMORY,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Runtime - System Hang,Connectivity issue and or specific Port issue,RUNTIME FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
"No Boot - No Power, No LEDs, No iLO",No boot/No Video,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Embedded NIC - NIC not Recognized During POST,Network failure or error,EMBEDDED NIC,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,No boot/No Video,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,Error warning reported by the system,NOT ENOUGH INFORMATION,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Not Enough Information - Part Request Only,System Board failure or error,NOT ENOUGH INFORMATION,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),Error warning reported by the system,PROCESSOR,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Remote Management - Management Processor Failure,iLO failure or error,REMOTE MANAGEMENT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,USA,SYSTEM BOARD
Power - PCA Replaced for Power Supply Issue,System shuts down,POWER FAILURES,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Peru,SYSTEM BOARD
Physical Damage - CPU Socket Issue (Including Bent Pins),No boot/No Video,PHYSICAL DAMAGE,Rack & Tower,Rack & Tower,SY-Core 2P,ML350,Tower,FoxConn,ML350 Gen9,Intel,2,AM,Canada,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),No boot/No Video,PROCESSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL160,Rack,Inventec,DL160 Gen9,Intel,2,AM,USA,SYSTEM BOARD
Memory - DiMM(s) Reseat for Unspecified Memory Issue,Slow or degraded performance,RESEAT,Enterprise,Blades,MV-Blades-2P,BL460,Blades,FoxConn,BL460c Gen9,Intel,2,AM,Canada,SYSTEM BOARD
"No Boot - No Power, No LEDs, No iLO",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Port not Working - SATA,Hangs,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
Critical Error - Uncorrectable PCI Express Error,No boot/No Video,CRITICAL ERROR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Port not Working - USB,System Board failure or error,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Port not Working - SD Card,System Board failure or error,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
LED/Sensor - SID LEDs not Functioning/Incorrectly Lit,System Board failure or error,LED/SENSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Not Enough Information - Inadequate Case Details to Determine Symptom,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Miscellaneous PCA Issues - PCA Replaced for SW Issue,System reboots,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
"No Boot - Power LED Stays Amber, No Video",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Processor - Uncorrectable Machine Check Exception (MCE),System shuts down,PROCESSOR,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
Miscellaneous PCA Issues - Defective ROM,Device Not detected/Accessible/Available,MISCELLANEOUS PCA ISSUES,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
"No Boot - No Video, Will not POST",Blue/Red/Purple/black screen,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,Singapore,SYSTEM BOARD
"No Boot - No Video, Will not POST",No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,HP,DL388 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Memory - DIMM(s) not Recognized,Device Not detected/Accessible/Available,MEMORY,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
Port not Working - iLO,iLO failure or error,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
Not Enough Information - Part Request Only,System Board failure or error,NOT ENOUGH INFORMATION,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
Port not Working - NIC,System Board failure or error,CONNECTOR/PORT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
No Boot - No Further Details Specified,No boot/No Video,NO BOOT,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,China Peoples Republic Of,SYSTEM BOARD
Not Enough Information - Part Request Only,System Board failure or error,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL360,Rack,Inventec,DL360 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
Processor - CPU not Detected,Processor failure or error,MULTIPLE PARTS,Rack & Tower,Rack & Tower,SY-Core 2P,DL380,Rack,Inventec,DL380 Gen9,Intel,2,AP,Japan,SYSTEM BOARD
